"","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","HOME_VAL","TRAVTIME","BLUEBOOK","TIF","OLDCLAIM","CLM_FREQ","MVR_PTS","CAR_AGE","PARENT1_Yes","MSTATUS_Yes","SEX_M","EDUCATION_Bachelors","EDUCATION_High.School","EDUCATION_Masters","EDUCATION_PhD","JOB_Blue.Collar","JOB_Clerical","JOB_Doctor","JOB_Home.Maker","JOB_Lawyer","JOB_Manager","JOB_Professional","JOB_Student","JOB_Unknown","CAR_USE_Commercial","CAR_TYPE_Minivan","CAR_TYPE_Panel.Truck","CAR_TYPE_Pickup","CAR_TYPE_Sports.Car","CAR_TYPE_SUV","CAR_TYPE_Van","RED_CAR_yes","REVOKED_Yes","URBANICITY_Rural","AGE_sin","TIF_sin","BLUEBOOK_sin","CAR_TYPE_AMT_BIN","EDUCATION_AMT_BIN","JOB_TYPE_AMT_BIN","INCOME_AMT_BIN","YOJ_AMT_BIN","HOME_VAL_AMT_0_10K_BIN","HOME_VAL_AMT_60K_400K_BIN","OLDCLAIM_AMT_0_2K_BIN","OLDCLAIM_AMT_2K_10K_BIN","CLM_FREQ_AMT_BIN","MVR_PTS_AMT_BIN","CAR_AGE_AMT_BIN","TRAVTIME_AMT_BIN"
"3764",2841.5704759,0,47,0,13,109533,300480,37,14730,4,0,0,3,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.123573122745224,-0.756802495307928,0.800394305791069,0,0,1,1,1,0,1,1,0,1,0,0,0
"3765",5704,1,48,1,11,75741,225300,44,15190,13,0,0,3,19,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.768254661323667,0.420167036826641,-0.388976089936149,0,0,1,1,1,0,1,1,0,1,0,0,0
"3769",5759.6682491,0,58,0,0,0,103525,48,20710,1,8956,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.992872648084537,0.841470984807897,0.582033787694246,0,0,0,1,0,0,1,0,1,1,1,1,0
"3771",2096,0,45,0,9,22741,151957,34,17940,13,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.850903524534118,0.420167036826641,0.997898084158552,0,1,1,1,1,0,1,1,0,1,1,1,0
"3778",2550,0,48,0,15,67876,242138,31,6410,1,8268,3,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.768254661323667,0.841470984807897,0.913166540983011,0,1,1,1,1,0,1,0,1,1,0,1,0
"3779",5470,2,45,3,14,4910,0,12,17450,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.850903524534118,0.841470984807897,0.99972139992377,0,1,0,1,1,1,0,1,0,1,1,1,1
"3789",6932,2,37,2,13,27964,125832,19,9980,1,6321,3,2,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.643538133356999,0.841470984807897,0.744549971469525,0,1,0,1,1,0,1,0,1,1,1,0,1
"3791",2910,0,41,2,16,66119,239085,46,19300,1,5909,3,0,8,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,-0.158622668804709,0.841470984807897,-0.930702592685557,0,1,1,1,1,0,1,0,1,1,1,0,0
"3796",26672.645031,0,42,0,10,47114,0,22,10410,4,0,0,7,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-0.916521547915634,-0.756802495307928,-0.945150154358432,0,0,0,1,1,1,0,1,0,1,0,0,0
"3797",3379,0,38,1,11,51551,177942,19,5200,12,2605,1,0,8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.296368578709385,-0.536572918000435,-0.61639657336978,0,0,1,1,1,0,1,0,1,1,1,0,1
"3801",2292,0,37,0,0,0,0,26,5200,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,-0.643538133356999,0.841470984807897,-0.61639657336978,0,1,0,1,0,1,0,1,0,1,1,1,0
"3803",1288,0,31,1,9,54009,0,27,12780,9,0,0,3,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.404037645323065,0.412118485241757,0.00108519650810863,0,1,1,1,1,1,0,1,0,1,0,0,0
"3805",3640,0,42,0,10,75013,237750,25,15110,1,3928,1,0,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.916521547915634,0.841470984807897,-0.872679787256089,0,0,1,1,1,0,1,0,1,1,1,0,0
"3810",3801,0,32,1,11,34660,161160,18,17590,9,13154,1,4,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.551426681241691,0.412118485241757,-0.220895494325423,0,1,0,1,1,0,1,0,0,1,0,0,1
"3821",4037,0,55,0,11,83304,238891,40,15330,1,7238,3,3,7,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.99975517335862,0.841470984807897,-0.826098928366338,0,0,0,1,1,0,1,0,1,1,0,0,0
"3822",3236,0,30,0,9,21313,140640,53,13120,6,0,0,1,6,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,-0.988031624092862,-0.279415498198926,0.651134746640084,0,1,1,1,1,0,1,1,0,1,1,0,0
"3826",2998,1,36,2,0,0,0,39,8270,6,4765,2,6,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.991778853443116,-0.279415498198926,0.970702112018157,0,1,0,1,0,1,0,0,1,1,0,0,0
"3827",5126,3,43,3,0,0,0,28,5700,1,0,0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.831774742628598,0.841470984807897,0.913141966452114,0,1,0,1,0,1,0,1,0,1,0,1,0
"3831",1902,1,45,2,9,13996,161160,41,9630,3,49148,2,0,8,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.850903524534118,0.141120008059867,-0.851330800930098,0,0,0,1,1,0,1,0,0,1,1,0,0
"3835",6031,0,49,0,6,61068,0,21,14080,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,-0.953752652759472,0.841470984807897,-0.579629044022373,0,1,1,1,0,1,0,1,0,1,1,1,0
"3837",1704,0,53,0,9,47793,199133,29,24120,11,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.395925150181834,-0.999990206550703,-0.912106840180821,0,1,0,1,1,0,1,1,0,1,1,0,0
"3839",1731,0,29,3,13,54046,269107,48,11190,6,0,0,3,9,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,-0.663633884212968,-0.279415498198926,-0.345744486511997,0,0,1,1,1,0,1,1,0,1,0,0,0
"3840",1798,0,57,0,13,53329,219712,55,7200,6,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.436164755247825,-0.279415498198926,-0.505845668220208,0,1,1,1,1,0,1,1,0,1,1,1,0
"3846",2829,0,38,2,0,0,66812,17,13490,6,0,0,1,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.296368578709385,-0.279415498198926,0.00114548517732847,0,1,0,1,0,0,1,1,0,1,1,0,1
"3847",3121,0,47,0,14,14096,163866,5,3790,8,7285,1,0,20,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.123573122745224,0.989358246623382,0.945543316632113,0,0,0,1,1,0,1,0,1,1,1,0,1
"3852",7045,0,58,0,6,57517,0,22,28740,1,0,0,4,12,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.992872648084537,0.841470984807897,0.652140824223705,1,0,0,1,0,1,0,1,0,1,0,0,0
"3853",8116,0,58,0,6,57454,0,27,7300,1,34123,2,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0.992872648084537,0.841470984807897,-0.873003419373278,0,1,1,1,0,1,0,0,0,1,1,0,0
"3854",5075,0,51,0,0,0,89512,59,1500,1,6745,3,0,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.670229175843375,0.841470984807897,-0.993901956906654,0,1,0,1,0,0,1,0,1,1,1,0,0
"3857",4822,0,56,0,12,44308,0,18,5930,11,977,3,2,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-0.521551002086912,-0.999990206550703,-0.970411675676839,0,1,1,1,1,1,0,1,0,1,1,0,1
"3859",4855.4133284,0,39,0,9,55771,234502,7,18540,6,0,0,2,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.963795386284088,-0.279415498198926,-0.994060465531099,0,0,1,1,1,0,1,1,0,1,1,0,1
"3860",3011,0,43,1,0,0,0,31,1500,4,9516,3,2,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.831774742628598,-0.756802495307928,-0.993901956906654,0,1,0,1,0,1,0,0,1,1,1,0,0
"3874",3118,0,46,0,13,120401,348157,29,23370,6,35980,2,2,10,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.901788347648809,-0.279415498198926,0.302915167452475,1,0,1,1,1,0,1,0,0,1,1,0,0
"3876",1298.8685211,0,61,0,17,25525,158142,16,11060,1,30023,3,5,6,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-0.966117770008393,0.841470984807897,0.999734059947291,0,0,1,1,1,0,1,0,0,1,0,0,1
"3878",6409,0,33,0,0,0,0,49,25280,3,0,0,0,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.999911860107267,0.141120008059867,0.385807971451594,1,1,0,1,0,1,0,1,0,1,1,0,0
"3882",2750,0,39,0,0,0,0,42,12240,6,5093,2,6,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0.963795386284088,-0.279415498198926,0.347610631601021,0,0,0,1,0,1,0,0,1,1,0,0,0
"3883",5295,0,50,0,12,31291,197110,14,6500,4,3108,3,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.262374853703929,-0.756802495307928,-0.044784738601126,0,1,0,1,1,0,1,0,1,1,0,1,1
"3886",4704,0,39,0,10,74719,0,45,25760,10,4094,1,2,12,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.963795386284088,-0.54402111088937,-0.872237852229514,0,0,1,1,1,1,0,0,1,1,1,0,0
"3887",5190,0,39,1,0,0,0,31,5400,3,0,0,1,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.963795386284088,0.141120008059867,0.38736481184216,0,0,0,1,0,1,0,1,0,1,1,0,0
"3893",1530,0,35,0,6,77556,0,18,26810,14,1249,2,0,7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.428182669496151,0.99060735569487,-0.344499629034276,1,0,1,1,0,1,0,1,0,1,1,0,1
"3894",2987,0,36,3,12,77950,161160,34,9510,7,0,0,0,8,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.991778853443116,0.656986598718789,-0.388531717979355,0,0,1,1,1,0,1,1,0,1,1,0,0
"3896",943,0,49,0,12,61790,206446,51,12580,4,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.953752652759472,-0.756802495307928,0.873825477357635,0,0,0,1,1,0,1,1,0,1,1,0,0
"3898",2575,0,57,2,10,35778,170435,26,10780,1,31557,4,5,10,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.436164755247825,0.841470984807897,-0.930437722604341,0,1,0,1,1,0,1,0,0,0,0,0,0
"3901",2646,0,39,0,6,81042,247600,39,21430,4,7114,1,4,9,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0.963795386284088,-0.756802495307928,-0.930768734097128,1,0,1,1,0,0,1,0,1,1,0,0,0
"3905",2194,0,57,0,12,62203,0,5,7720,4,7326,1,4,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.436164755247825,-0.756802495307928,-0.894293618555165,0,1,1,1,1,1,0,0,1,1,0,0,1
"3906",3892,1,41,2,8,26652,161160,47,8270,3,1944,2,6,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.158622668804709,0.141120008059867,0.970702112018157,0,1,1,1,1,0,1,1,0,1,0,0,0
"3908",6005,0,45,0,12,33648,180461,45,6720,6,0,0,2,9,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.850903524534118,-0.279415498198926,-0.132919432547293,0,0,1,1,1,0,1,1,0,1,1,0,0
"3916",5108,0,45,0,10,32279,163420,46,6000,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.850903524534118,-0.279415498198926,-0.427719512602322,0,0,1,1,1,0,1,1,0,1,1,1,0
"3920",429.7410973,0,43,0,6,41274,103580,38,9930,6,0,0,0,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.831774742628598,-0.279415498198926,0.543312705668557,0,1,0,1,0,0,1,1,0,1,1,0,0
"3923",1326,1,45,2,9,683,61630,60,19090,4,2279,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.850903524534118,-0.756802495307928,0.993707649428675,0,1,0,1,1,0,1,0,1,1,1,1,0
"3926",5076,0,30,1,7,22718,116700,14,4300,1,4448,3,9,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.988031624092862,0.841470984807897,0.744871858736274,0,1,0,1,1,0,1,0,1,1,0,1,1
"3934",6804,0,31,3,0,0,0,25,4600,1,6070,3,5,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,-0.404037645323065,0.841470984807897,0.650585494129627,0,0,0,1,0,1,0,0,1,1,0,0,0
"3937",4984,0,58,0,12,42607,112850,55,11560,1,5238,1,1,7,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.992872648084537,0.841470984807897,-0.872826940351767,0,1,1,1,1,0,1,0,1,1,1,0,0
"3940",956,1,40,2,12,35453,156023,24,4010,16,2244,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.745113160479349,-0.287903316665065,0.970615129282579,0,1,1,1,1,0,1,0,1,1,1,1,0
"3941",6279.7357685,0,42,2,10,42371,0,45,5740,4,6703,1,4,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.916521547915634,-0.756802495307928,-0.30526994360637,0,0,1,1,1,1,0,0,1,1,0,0,0
"3944",4978,0,52,0,12,50584,157928,27,11760,9,1328,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.986627592040485,0.412118485241757,-0.851425674664967,0,0,1,1,1,0,1,1,0,1,0,1,0
"3948",2711,0,45,2,10,32867,0,24,9290,1,9635,4,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.850903524534118,0.841470984807897,-0.305556984117118,0,1,0,1,1,1,0,0,1,0,0,1,0
"3950",2410,0,49,0,11,284071,161160,53,7940,1,2939,2,4,15,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,-0.953752652759472,0.841470984807897,-0.930349324349998,0,0,1,0,1,0,1,0,1,1,0,0,0
"3953",2356,0,44,3,0,0,0,86,10460,1,0,0,3,18,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0177019251054136,0.841470984807897,-0.997738907360715,0,0,0,1,0,1,0,1,0,1,0,0,0
"3961",20126.42713,1,44,3,9,148528,0,49,20830,6,0,0,2,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0177019251054136,-0.279415498198926,0.946013296683928,0,0,1,0,1,1,0,1,0,1,1,0,0
"3962",7204,0,47,0,7,44812,0,27,6200,1,43405,2,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.123573122745224,0.841470984807897,-0.997763153807204,0,1,1,1,1,1,0,0,0,1,1,0,0
"3966",5728,1,48,0,12,228376,586096,57,9260,1,5458,1,8,17,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-0.768254661323667,0.841470984807897,-0.987910425581106,0,0,1,0,1,0,0,0,1,1,0,0,0
"3968",2199,0,36,0,14,66335,241407,19,2670,1,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.991778853443116,0.841470984807897,-0.346423243457318,0,1,1,1,1,0,1,1,0,1,1,0,1
"3974",3452,0,58,0,10,157619,397530,13,38240,9,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.992872648084537,0.412118485241757,0.50917030954014,1,0,1,0,1,0,1,1,0,1,1,0,1
"3986",4256,0,46,0,10.4982474360639,100790,0,34,21010,1,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.901788347648809,0.841470984807897,-0.825827038686824,0,0,0,1,1,1,0,1,0,1,1,0,0
"3994",8767,0,55,0,15,3113,161160,25,11550,1,5660,2,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-0.99975517335862,0.841470984807897,0.997862775325183,0,1,0,1,1,0,1,0,1,1,0,1,0
"3997",966,0,48,0,10,111405,326745,12,29540,4,3848,1,9,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-0.768254661323667,-0.756802495307928,0.385474219609956,1,0,1,1,1,0,1,0,1,1,0,0,1
"3998",4666,0,38,1,10,38819,128779,49,5680,6,0,0,7,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.296368578709385,-0.279415498198926,0.000482309635125513,0,0,1,1,1,0,1,1,0,1,0,0,0
"4002",1402,0,67,0,0,0,0,33,8200,7,6934,1,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.855519978975322,0.656986598718789,0.428809114528536,0,1,0,1,0,1,0,0,1,1,1,0,0
"4006",926,2,39,2,15,56819,188860,34,14660,6,0,0,1,10,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.963795386284088,-0.279415498198926,0.970832347961889,0,0,1,1,1,0,1,1,0,1,1,0,0
"4007",4070,0,43,0,10.4982474360639,40612,0,35,18130,1,4263,2,3,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,-0.831774742628598,0.841470984807897,0.130827756733947,1,0,1,1,1,1,0,0,1,1,0,0,0
"4009",3590,0,35,1,8,84794,0,19,26860,1,4575,3,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-0.428182669496151,0.841470984807897,-0.578744397287241,0,1,1,1,1,1,0,0,1,1,0,1,1
"4029",3166,0,49,0,8,3044,0,65,6700,10,0,0,4,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.953752652759472,-0.54402111088937,0.850602510646281,0,1,0,1,1,1,0,1,0,1,0,0,0
"4032",5377,1,45,2,7,26681,166588,10,28840,10,0,0,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.850903524534118,-0.54402111088937,0.178478637879156,0,0,1,1,1,0,1,1,0,1,1,0,1
"4036",3226,0,57,0,16,53739,220862,41,21740,1,0,0,5,8,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0.436164755247825,0.841470984807897,0.17788539849496,1,0,1,1,1,0,1,1,0,1,0,0,0
"4039",6281,2,44,2,8,152292,0,42,31380,10,0,0,1,19,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.0177019251054136,-0.54402111088937,0.979711470485811,1,0,0,0,1,1,0,1,0,1,1,0,0
"4047",1036,0,58,0,13,88490,0,52,10350,11,2737,2,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.992872648084537,-0.999990206550703,0.999735448447831,0,0,0,1,1,1,0,0,1,1,1,0,0
"4056",1833,0,39,3,12,12332,98982,20,8450,6,7262,2,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.963795386284088,-0.279415498198926,-0.773432295121943,0,1,0,1,1,0,1,0,1,1,1,1,1
"4057",2641,0,42,0,13,54729,181515,30,23360,1,0,0,0,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.916521547915634,0.841470984807897,-0.772629144917133,0,0,0,1,1,0,1,1,0,1,1,0,0
"4058",7799.6458933,0,39,1,12,24609,95505,68,7860,4,8455,3,4,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.963795386284088,-0.756802495307928,-0.261734853961494,0,1,1,1,1,0,1,0,1,1,0,0,0
"4061",4388,0,42,1,0,0,122520,62,14260,4,3460,3,0,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.916521547915634,-0.756802495307928,-0.305958794180426,0,0,0,1,0,0,1,0,1,1,1,0,0
"4062",7961,0,51,0,8,80479,0,31,14650,13,575,2,4,14,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.670229175843375,0.420167036826641,-0.684163627670613,0,0,1,1,1,1,0,1,0,1,0,0,0
"4078",4298,1,42,2,13,112205,311529,48,27770,4,6557,1,5,11,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.916521547915634,-0.756802495307928,-0.994145455430418,0,0,0,1,1,0,1,0,1,1,0,0,0
"4084",41063.386786,0,40,0,12,52471,153087,31,21860,10,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.745113160479349,-0.54402111088937,0.716182045077252,0,1,1,1,1,0,1,1,0,1,1,0,0
"4086",12338.376621,0,32,4,14,81772,0,38,19460,6,0,0,6,13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.551426681241691,-0.279415498198926,0.827760057105391,0,0,1,1,1,1,0,1,0,1,0,0,0
"4089",6296,0,30,3,9,61790,185253,28,10680,1,0,0,0,14,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.988031624092862,0.841470984807897,-0.987891725792567,0,0,0,1,1,0,1,1,0,1,1,0,0
"4092",4898.2630712,3,53,0,10,58049,186384,44,5590,1,0,0,0,15,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.395925150181834,0.841470984807897,-0.894212669840949,0,0,0,1,1,0,1,1,0,1,1,0,0
"4096",5454,0,49,0,10,73241,0,36,6400,1,3863,2,0,15,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.953752652759472,0.841470984807897,-0.544476309619657,0,0,1,1,1,1,0,0,1,1,1,0,0
"4097",2649,0,49,0,11,48215,0,46,13190,10,2516,4,2,19,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.953752652759472,-0.54402111088937,0.999729872643122,0,0,0,1,1,1,0,0,1,0,1,0,0
"4099",1668,0,31,4,0,0,0,14,4600,11,8136,1,6,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,-0.404037645323065,-0.999990206550703,0.650585494129627,0,0,0,1,0,1,0,0,1,1,0,0,1
"4102",6595,0,48,0,10,90044,0,79,17310,3,2317,1,0,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.768254661323667,0.141120008059867,-0.17462143192952,0,0,1,1,1,1,0,0,1,1,1,0,0
"4109",5685,0,48,0,10,23588,174929,61,9500,1,31664,2,3,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.768254661323667,0.841470984807897,-0.17527437998892,0,1,0,1,1,0,1,0,0,1,0,0,0
"4111",2546,2,37,2,10,45282,170166,50,5100,4,7136,1,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.643538133356999,-0.756802495307928,-0.930260871990585,0,1,1,1,1,0,1,0,1,1,0,1,0
"4123",1148,0,54,0,13,65234,280155,36,23170,4,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.558789048851616,-0.756802495307928,-0.684691091877768,0,1,1,1,1,0,1,1,0,1,1,1,0
"4125",1947,1,42,1,10,73376,0,39,25590,1,7328,1,5,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.916521547915634,0.841470984807897,-0.987694510906644,0,0,1,1,1,1,0,0,1,1,0,0,0
"4131",2490,0,53,0,0,0,0,24,17190,6,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.395925150181834,-0.279415498198926,-0.713863915405238,1,1,0,1,0,1,0,1,0,1,1,1,0
